已加载 logs/compare/PEARL_seed0\best_model.pt

============================================================================================
Unit 16  seq_len=63  （纯 run 推进，z=zero-context mu）
============================================================================================
  t   pA   pB | argmax |  π:run    修A    修B   修AB    更换 |   Q:run     修A     修B    修AB     更换 | maxRepairQ-runQ
 48   48   48 |    run |  0.835 0.072 0.071 0.021 0.002 |    52.6   46.3   46.3   43.3   37.1 |            -6.2
 49   49   49 |    run |  0.793 0.088 0.085 0.031 0.003 |    49.1   43.5   43.5   40.9   35.4 |            -5.6
 50   50   50 |    run |  0.736 0.109 0.103 0.046 0.006 |    45.6   40.7   40.6   38.6   33.6 |            -4.9
 51   51   51 |    run |  0.684 0.127 0.118 0.062 0.010 |    43.1   38.7   38.5   36.9   32.4 |            -4.4
 52   52   52 |    run |  0.584 0.156 0.141 0.097 0.022 |    38.0   34.6   34.4   33.4   29.8 |            -3.4
 53   53   53 |    run |  0.452 0.185 0.161 0.149 0.052 |    32.5   30.1   29.8   29.6   26.9 |            -2.4
 54   54   54 |    run |  0.392 0.194 0.166 0.176 0.073 |    30.3   28.4   28.0   28.2   25.9 |            -1.9
 55   55   55 |    run |  0.315 0.199 0.168 0.210 0.109 |    27.3   26.0   25.6   26.1   24.4 |            -1.2
 56   56   56 |    修AB |  0.216 0.192 0.159 0.252 0.181 |    22.9   22.4   22.0   23.1   22.2 |            +0.3  <<切到维修
 57   57   57 |    修AB |  0.177 0.184 0.151 0.267 0.222 |    21.0   21.0   20.5   21.9   21.3 |            +0.9  <<切到维修
 58   58   58 |    修AB |  0.139 0.171 0.139 0.279 0.272 |    18.6   19.1   18.5   20.3   20.2 |            +1.7  <<切到维修
 59   59   59 |     更换 |  0.066 0.128 0.102 0.280 0.424 |    11.5   13.3   12.7   15.4   16.5 |            +5.0  <<切到维修
 60   60   60 |     更换 |  0.045 0.106 0.084 0.269 0.495 |     7.3    9.9    9.2   12.5   14.3 |            +7.0  <<切到维修
 61   61   61 |     更换 |  0.043 0.104 0.081 0.269 0.503 |     7.6   10.2    9.5   12.8   14.7 |            +7.0  <<切到维修
    -> 第 61 步 done（故障/终止），停止推进
>> 结论：argmax 在 t=56 切换到维修动作。

============================================================================================
Unit 18  seq_len=71  （纯 run 推进，z=zero-context mu）
============================================================================================
  t   pA   pB | argmax |  π:run    修A    修B   修AB    更换 |   Q:run     修A     修B    修AB     更换 | maxRepairQ-runQ
  0    0    0 |    run |  0.979 0.010 0.011 0.001 0.000 |    81.7   70.0   70.4   63.2   51.1 |           -11.3
  1    1    1 |    run |  0.982 0.008 0.010 0.001 0.000 |    84.2   72.2   72.6   65.2   52.7 |           -11.7
  2    2    2 |    run |  0.990 0.004 0.005 0.000 0.000 |    95.2   81.5   81.9   73.5   59.4 |           -13.3
 10   10   10 |    run |  0.991 0.004 0.005 0.000 0.000 |    96.5   82.7   83.0   74.6   60.4 |           -13.5
 20   20   20 |    run |  0.989 0.005 0.006 0.000 0.000 |    93.6   80.2   80.6   72.5   58.9 |           -13.0
 30   30   30 |    run |  0.987 0.006 0.007 0.000 0.000 |    90.0   77.1   77.5   69.7   56.9 |           -12.5
 36   36   36 |    run |  0.975 0.011 0.013 0.001 0.000 |    79.5   68.2   68.6   61.8   50.6 |           -10.9
 37   37   37 |    run |  0.976 0.011 0.012 0.001 0.000 |    80.0   68.7   69.0   62.2   51.0 |           -11.0
 38   38   38 |    run |  0.975 0.011 0.013 0.001 0.000 |    79.5   68.3   68.6   61.9   50.7 |           -10.9
 39   39   39 |    run |  0.976 0.011 0.012 0.001 0.000 |    80.0   68.7   69.0   62.2   51.0 |           -11.0
 40   40   40 |    run |  0.973 0.012 0.014 0.001 0.000 |    78.0   67.0   67.3   60.7   49.8 |           -10.7
 41   41   41 |    run |  0.965 0.016 0.017 0.002 0.000 |    74.2   63.7   64.0   57.7   47.5 |           -10.1
 42   42   42 |    run |  0.955 0.020 0.022 0.002 0.000 |    69.9   60.1   60.4   54.5   44.9 |            -9.5
 43   43   43 |    run |  0.950 0.023 0.025 0.003 0.000 |    68.4   58.9   59.2   53.4   44.1 |            -9.3
 44   44   44 |    run |  0.947 0.024 0.026 0.003 0.000 |    67.8   58.4   58.7   53.0   43.9 |            -9.1
 45   45   45 |    run |  0.941 0.027 0.029 0.004 0.000 |    66.2   57.1   57.4   52.0   43.2 |            -8.8
 46   46   46 |    run |  0.928 0.032 0.035 0.005 0.000 |    63.6   55.0   55.2   50.3   41.9 |            -8.3
 47   47   47 |    run |  0.917 0.037 0.039 0.006 0.000 |    61.6   53.4   53.6   49.0   41.0 |            -8.0
 48   48   48 |    run |  0.904 0.043 0.044 0.008 0.000 |    59.6   51.9   52.0   47.7   40.2 |            -7.6
 49   49   49 |    run |  0.899 0.045 0.047 0.009 0.000 |    59.4   51.8   51.9   47.7   40.2 |            -7.5
 50   50   50 |    run |  0.904 0.043 0.044 0.009 0.000 |    60.1   52.4   52.5   48.3   40.7 |            -7.6
 51   51   51 |    run |  0.895 0.047 0.048 0.010 0.000 |    59.0   51.4   51.5   47.5   40.2 |            -7.4
 52   52   52 |    run |  0.850 0.065 0.065 0.018 0.001 |    53.5   47.0   47.0   43.7   37.3 |            -6.5
 53   53   53 |    run |  0.820 0.078 0.076 0.024 0.002 |    50.9   44.9   44.8   41.9   36.0 |            -6.0
 54   54   54 |    run |  0.776 0.094 0.091 0.035 0.004 |    47.7   42.4   42.3   39.8   34.4 |            -5.4
 55   55   55 |    run |  0.735 0.109 0.104 0.046 0.006 |    45.0   40.1   40.0   38.0   33.1 |            -4.8
 56   56   56 |    run |  0.648 0.138 0.127 0.074 0.014 |    40.3   36.4   36.2   34.8   30.7 |            -3.9
 57   57   57 |    run |  0.540 0.167 0.149 0.113 0.030 |    35.7   32.6   32.4   31.6   28.4 |            -3.0
 58   58   58 |    run |  0.440 0.187 0.163 0.154 0.056 |    31.5   29.2   28.9   28.7   26.2 |            -2.2
 59   59   59 |    run |  0.308 0.199 0.168 0.211 0.113 |    26.1   24.9   24.5   25.0   23.4 |            -1.1
 60   60   60 |    run |  0.250 0.196 0.164 0.237 0.153 |    23.9   23.1   22.7   23.6   22.4 |            -0.3
 61   61   61 |    修AB |  0.155 0.176 0.145 0.273 0.252 |    18.8   19.0   18.5   20.0   19.7 |            +1.3  <<切到维修
 62   62   62 |     更换 |  0.064 0.125 0.100 0.276 0.434 |     9.8   11.7   11.1   13.8   15.0 |            +5.2  <<切到维修
 63   63   63 |     更换 |  0.041 0.101 0.080 0.261 0.517 |     4.7    7.6    6.9   10.2   12.3 |            +7.6  <<切到维修
 64   64   64 |     更换 |  0.036 0.094 0.074 0.255 0.541 |     3.1    6.2    5.5    9.1   11.5 |            +8.4  <<切到维修
 65   65   65 |     更换 |  0.030 0.087 0.068 0.249 0.566 |     0.7    4.4    3.6    7.5   10.3 |            +9.6  <<切到维修
 66   66   66 |     更换 |  0.026 0.081 0.063 0.244 0.586 |    -2.0    2.1    1.3    5.4    8.7 |           +10.7  <<切到维修
 67   67   67 |     更换 |  0.025 0.079 0.060 0.242 0.594 |    -2.5    1.7    1.0    5.1    8.4 |           +10.9  <<切到维修
 68   68   68 |     更换 |  0.023 0.076 0.058 0.240 0.602 |    -2.9    1.3    0.6    4.7    8.0 |           +11.0  <<切到维修
 69   69   69 |     更换 |  0.021 0.071 0.054 0.237 0.617 |    -3.3    1.0    0.3    4.4    7.7 |           +11.0  <<切到维修
    -> 第 69 步 done（故障/终止），停止推进
>> 结论：argmax 在 t=61 切换到维修动作。

============================================================================================
Unit 20  seq_len=66  （纯 run 推进，z=zero-context mu）
============================================================================================
  t   pA   pB | argmax |  π:run    修A    修B   修AB    更换 |   Q:run     修A     修B    修AB     更换 | maxRepairQ-runQ
  0    0    0 |    run |  0.981 0.009 0.010 0.001 0.000 |    83.4   71.5   71.8   64.5   52.1 |           -11.6
  1    1    1 |    run |  0.988 0.006 0.006 0.000 0.000 |    91.1   78.1   78.4   70.4   56.9 |           -12.7
  2    2    2 |    run |  0.990 0.005 0.005 0.000 0.000 |    94.1   80.6   80.9   72.7   58.7 |           -13.1
 10   10   10 |    run |  0.992 0.004 0.004 0.000 0.000 |    98.4   84.2   84.6   76.0   61.5 |           -13.8
 20   20   20 |    run |  0.990 0.004 0.005 0.000 0.000 |    95.0   81.4   81.8   73.5   59.8 |           -13.2
 30   30   30 |    run |  0.985 0.007 0.008 0.000 0.000 |    87.7   75.2   75.5   68.0   55.5 |           -12.2
 33   33   33 |    run |  0.979 0.009 0.011 0.001 0.000 |    82.6   70.9   71.2   64.2   52.5 |           -11.4
 34   34   34 |    run |  0.975 0.011 0.013 0.001 0.000 |    79.7   68.4   68.7   61.9   50.7 |           -10.9
 35   35   35 |    run |  0.973 0.012 0.014 0.001 0.000 |    78.5   67.4   67.7   61.0   50.0 |           -10.8
 36   36   36 |    run |  0.977 0.010 0.012 0.001 0.000 |    80.6   69.2   69.5   62.7   51.4 |           -11.1
 37   37   37 |    run |  0.977 0.010 0.012 0.001 0.000 |    81.0   69.5   69.8   63.0   51.6 |           -11.1
 38   38   38 |    run |  0.974 0.012 0.013 0.001 0.000 |    78.5   67.4   67.8   61.1   50.2 |           -10.8
 39   39   39 |    run |  0.968 0.014 0.016 0.001 0.000 |    75.7   65.0   65.3   58.9   48.4 |           -10.3
 40   40   40 |    run |  0.963 0.017 0.018 0.002 0.000 |    73.4   63.1   63.4   57.2   47.1 |           -10.0
 41   41   41 |    run |  0.947 0.024 0.026 0.003 0.000 |    67.5   58.2   58.5   53.0   43.9 |            -9.0
 42   42   42 |    run |  0.940 0.027 0.029 0.004 0.000 |    66.2   57.2   57.4   52.1   43.3 |            -8.8
 43   43   43 |    run |  0.925 0.034 0.036 0.006 0.000 |    62.7   54.3   54.5   49.7   41.5 |            -8.2
 44   44   44 |    run |  0.935 0.029 0.031 0.004 0.000 |    64.8   56.0   56.3   51.2   42.7 |            -8.6
 45   45   45 |    run |  0.939 0.028 0.030 0.004 0.000 |    65.8   56.9   57.1   52.0   43.3 |            -8.7
 46   46   46 |    run |  0.939 0.027 0.029 0.004 0.000 |    66.3   57.3   57.6   52.5   43.8 |            -8.8
 47   47   47 |    run |  0.932 0.031 0.032 0.005 0.000 |    64.8   56.1   56.3   51.5   43.0 |            -8.5
 48   48   48 |    run |  0.920 0.036 0.038 0.006 0.000 |    62.7   54.5   54.6   50.2   42.2 |            -8.1
 49   49   49 |    run |  0.900 0.045 0.046 0.009 0.000 |    59.9   52.3   52.4   48.4   40.9 |            -7.5
 50   50   50 |    run |  0.855 0.064 0.063 0.017 0.001 |    54.7   48.1   48.1   44.8   38.3 |            -6.6
 51   51   51 |    run |  0.826 0.075 0.073 0.023 0.002 |    52.2   46.1   46.0   43.1   37.1 |            -6.1
 52   52   52 |    run |  0.798 0.086 0.083 0.030 0.003 |    50.2   44.5   44.4   41.8   36.1 |            -5.7
 53   53   53 |    run |  0.732 0.110 0.103 0.048 0.006 |    46.1   41.2   41.0   39.0   34.0 |            -4.9
 54   54   54 |    run |  0.649 0.137 0.126 0.074 0.014 |    41.5   37.5   37.3   35.9   31.7 |            -4.0
 55   55   55 |    run |  0.525 0.171 0.151 0.120 0.033 |    35.6   32.7   32.4   31.8   28.6 |            -2.9
 56   56   56 |    run |  0.433 0.188 0.163 0.159 0.058 |    31.7   29.5   29.1   29.0   26.6 |            -2.2
 57   57   57 |    run |  0.336 0.198 0.167 0.201 0.098 |    27.9   26.5   26.1   26.6   24.7 |            -1.4
 58   58   58 |    修AB |  0.236 0.195 0.161 0.245 0.163 |    23.9   23.3   22.8   23.8   22.7 |            -0.1  <<切到维修
 59   59   59 |    修AB |  0.200 0.189 0.155 0.260 0.196 |    22.4   22.1   21.6   22.9   22.0 |            +0.5  <<切到维修
 60   60   60 |    修AB |  0.144 0.172 0.140 0.278 0.266 |    18.1   18.6   18.1   19.9   19.7 |            +1.7  <<切到维修
 61   61   61 |     更换 |  0.097 0.149 0.119 0.286 0.349 |    14.1   15.3   14.7   17.0   17.6 |            +3.6  <<切到维修
 62   62   62 |     更换 |  0.058 0.120 0.095 0.279 0.449 |     9.3   11.4   10.8   13.8   15.2 |            +5.9  <<切到维修
 63   63   63 |     更换 |  0.038 0.098 0.076 0.264 0.525 |     5.9    8.8    8.1   11.6   13.6 |            +7.7  <<切到维修
 64   64   64 |     更换 |  0.027 0.083 0.064 0.248 0.578 |     1.0    4.8    4.0    8.0   10.9 |            +9.9  <<切到维修
    -> 第 64 步 done（故障/终止），停止推进
>> 结论：argmax 在 t=58 切换到维修动作。
